4.2438 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.2467 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='C:/Users/mattp/Pictures/image (10).png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0.5, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
5.2486 	EXP 	Created fb_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fb_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
5.2520 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='success', units='height', win=Window(...), wrapWidth=1)
0.1038 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.1170 	EXP 	text_3: autoDraw = True
1.0060 	DEBUG 	Read csv file with pandas: stimuli.csv
1.0067 	DEBUG 	Clearing unnamed columns from stimuli.csv
1.0070 	EXP 	Imported stimuli.csv as conditions, 2 conditions, 2 params
1.0071 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'stimuli': 'choose right', 'corrAns': 'right', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0188 	INFO 	Keyboard events cleared
1.0187 	EXP 	text_3: autoDraw = False
1.0187 	EXP 	text: height = 0.05
1.0187 	EXP 	text: height = 0.05
1.0187 	EXP 	text: height = 0.05
1.0187 	EXP 	text: text = 'choose right'
1.0187 	EXP 	text: autoDraw = True
1.0187 	EXP 	image: autoDraw = True
1.0187 	EXP 	image_2: autoDraw = True
1.5653 	DATA 	Keypress: right
1.5685 	EXP 	text: autoDraw = False
1.5685 	EXP 	image: autoDraw = False
1.5685 	EXP 	image_2: autoDraw = False
1.5685 	EXP 	fb_2: foreColor = <psychopy.colors.Color: green, alpha=1.0>
1.5685 	EXP 	fb_2: height = 0.1
1.5685 	EXP 	fb_2: height = 0.1
1.5685 	EXP 	fb_2: height = 0.1
1.5685 	EXP 	fb_2: text = 'Correct! 1.00,\n 0 cleared'
1.5685 	EXP 	fb_2: autoDraw = True
2.5552 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'stimuli': 'choose left', 'corrAns': 'left', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.5688 	INFO 	Keyboard events cleared
2.5687 	EXP 	fb_2: autoDraw = False
2.5687 	EXP 	fb_2: autoDraw = False
2.5687 	EXP 	text: height = 0.05
2.5687 	EXP 	text: height = 0.05
2.5687 	EXP 	text: height = 0.05
2.5687 	EXP 	text: text = 'choose left'
2.5687 	EXP 	text: autoDraw = True
2.5687 	EXP 	image: autoDraw = True
2.5687 	EXP 	image_2: autoDraw = True
3.1386 	DATA 	Keypress: left
3.1521 	EXP 	text: autoDraw = False
3.1521 	EXP 	image: autoDraw = False
3.1521 	EXP 	image_2: autoDraw = False
3.1521 	EXP 	fb_2: foreColor = <psychopy.colors.Color: green, alpha=1.0>
3.1521 	EXP 	fb_2: text = 'Correct! 1.00,\n 0 cleared'
3.1521 	EXP 	fb_2: autoDraw = True
4.1374 	EXP 	New trial (rep=1, index=0): <Trial 2 (0 in rep 1) data={'stimuli': 'choose left', 'corrAns': 'left', 'thisN': 2, 'thisTrialN': 0, 'thisRepN': 1}>
4.1521 	INFO 	Keyboard events cleared
4.1520 	EXP 	fb_2: autoDraw = False
4.1520 	EXP 	fb_2: autoDraw = False
4.1520 	EXP 	text: text = 'choose left'
4.1520 	EXP 	text: autoDraw = True
4.1520 	EXP 	image: autoDraw = True
4.1520 	EXP 	image_2: autoDraw = True
4.5887 	DATA 	Keypress: left
4.6019 	EXP 	text: autoDraw = False
4.6019 	EXP 	image: autoDraw = False
4.6019 	EXP 	image_2: autoDraw = False
4.6019 	EXP 	fb_2: foreColor = <psychopy.colors.Color: green, alpha=1.0>
4.6019 	EXP 	fb_2: text = 'Correct! 1.00,\n 0 cleared'
4.6019 	EXP 	fb_2: autoDraw = True
5.5875 	EXP 	New trial (rep=1, index=1): <Trial 3 (1 in rep 1) data={'stimuli': 'choose right', 'corrAns': 'right', 'thisN': 3, 'thisTrialN': 1, 'thisRepN': 1}>
5.6023 	INFO 	Keyboard events cleared
5.6022 	EXP 	fb_2: autoDraw = False
5.6022 	EXP 	fb_2: autoDraw = False
5.6022 	EXP 	text: height = 0.05
5.6022 	EXP 	text: height = 0.05
5.6022 	EXP 	text: height = 0.05
5.6022 	EXP 	text: text = 'choose right'
5.6022 	EXP 	text: autoDraw = True
5.6022 	EXP 	image: autoDraw = True
5.6022 	EXP 	image_2: autoDraw = True
6.1891 	DATA 	Keypress: right
6.2019 	EXP 	text: autoDraw = False
6.2019 	EXP 	image: autoDraw = False
6.2019 	EXP 	image_2: autoDraw = False
6.2019 	EXP 	fb_2: foreColor = <psychopy.colors.Color: green, alpha=1.0>
6.2019 	EXP 	fb_2: text = 'Correct! 1.00,\n 0 cleared'
6.2019 	EXP 	fb_2: autoDraw = True
7.1885 	EXP 	New trial (rep=2, index=0): <Trial 4 (0 in rep 2) data={'stimuli': 'choose left', 'corrAns': 'left', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 2}>
7.2025 	INFO 	Keyboard events cleared
7.2024 	EXP 	fb_2: autoDraw = False
7.2024 	EXP 	text: height = 0.05
7.2024 	EXP 	text: height = 0.05
7.2024 	EXP 	text: height = 0.05
7.2024 	EXP 	text: text = 'choose left'
7.2024 	EXP 	text: autoDraw = True
7.2024 	EXP 	image: autoDraw = True
7.2024 	EXP 	image_2: autoDraw = True
7.6883 	DATA 	Keypress: left
7.7187 	EXP 	text: autoDraw = False
7.7187 	EXP 	image: autoDraw = False
7.7187 	EXP 	image_2: autoDraw = False
7.7187 	EXP 	fb_2: foreColor = <psychopy.colors.Color: green, alpha=1.0>
7.7187 	EXP 	fb_2: text = 'Correct! 1.00,\n 0 cleared'
7.7187 	EXP 	fb_2: autoDraw = True
8.7051 	EXP 	New trial (rep=2, index=1): <Trial 5 (1 in rep 2) data={'stimuli': 'choose right', 'corrAns': 'right', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 2}>
8.7193 	INFO 	Keyboard events cleared
8.7192 	EXP 	fb_2: autoDraw = False
8.7192 	EXP 	text: height = 0.05
8.7192 	EXP 	text: height = 0.05
8.7192 	EXP 	text: height = 0.05
8.7192 	EXP 	text: text = 'choose right'
8.7192 	EXP 	text: autoDraw = True
8.7192 	EXP 	image: autoDraw = True
8.7192 	EXP 	image_2: autoDraw = True
9.2887 	DATA 	Keypress: right
9.3020 	EXP 	text: autoDraw = False
9.3020 	EXP 	image: autoDraw = False
9.3020 	EXP 	image_2: autoDraw = False
9.3020 	EXP 	fb_2: foreColor = <psychopy.colors.Color: green, alpha=1.0>
9.3020 	EXP 	fb_2: text = 'Correct! 1.00,\n 0 cleared'
9.3020 	EXP 	fb_2: autoDraw = True
10.2917 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
10.3022 	EXP 	fb_2: autoDraw = False
10.3022 	EXP 	text_3: autoDraw = True
11.2904 	DEBUG 	Read csv file with pandas: stimuli.csv
11.2913 	DEBUG 	Clearing unnamed columns from stimuli.csv
11.2916 	EXP 	Imported stimuli.csv as conditions, 2 conditions, 2 params
11.2919 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'stimuli': 'choose right', 'corrAns': 'right', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
11.3025 	INFO 	Keyboard events cleared
11.3024 	EXP 	text_3: autoDraw = False
11.3024 	EXP 	text: text = 'choose right'
11.3024 	EXP 	text: autoDraw = True
11.3024 	EXP 	image: autoDraw = True
11.3024 	EXP 	image_2: autoDraw = True
12.0409 	DATA 	Keypress: escape
12.2388 	EXP 	untitled: status = STOPPED
12.2523 	EXP 	text: autoDraw = False
12.2523 	EXP 	image: autoDraw = False
12.2523 	EXP 	image_2: autoDraw = False
12.2554 	EXP 	untitled: status = STOPPED
12.2597 	INFO 	saved data to 'C:\\Users\\mattp\\Documents\\GitHub\\Rhodes_Experiment\\data/034010_untitled_2025-07-03_13h44.10.887.csv'
12.2606 	INFO 	saved data to C:\Users\mattp\Documents\GitHub\Rhodes_Experiment\data/034010_untitled_2025-07-03_13h44.10.887.psydat
12.2910 	DEBUG 	Saving data for untitled ExperimentHandler
12.2928 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
12.3248 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
